root_id,supervoxel_id,glomerulus,cell_type,hemibrain_type,side,flow,super_class,cell_class,cell_sub_class,fbbt_id,source_type
720575940622809046,78605117129064890,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940622966054,79449336035038119,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940623705894,81209722669294975,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940625271845,80998341558715459,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940625658554,80082654665529258,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940626170826,81209791388713495,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940626594435,81209447791301245,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940626632211,81139079047152234,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940626800792,81068297986085195,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940627327314,80364267013944802,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940627648522,78323917030202141,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940630177068,81279747816026256,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940630249020,79378967290874514,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940630276972,79660373548144051,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940632889313,80575441898974815,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940635935343,80998478997691550,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940637626084,81068916461353309,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940638351332,78042442054058339,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940638867526,78675348434368024,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940639083086,80012285921476280,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940640326488,78605048409598096,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940640805877,78394079548922823,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940641743579,80998272839244979,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940641786101,78183110822368981,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940644562455,81068435425198415,VA1d,ORN_VA1d,ORN_VA1d,right,afferent,sensory,olfactory,pheromone,FBbt_00067057,sensory
720575940620266406,80646291747053078,VA1d,VA1d_adPN,VA1d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067357,projection
720575940622448589,80787029235253775,VA1d,VA1d_adPN,VA1d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067357,projection
720575940625564676,80787029235273527,VA1d,VA1d_adPN,VA1d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067357,projection
720575940630547909,80787029235250876,VA1d,VA1d_adPN,VA1d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067357,projection
720575940606337312,80857672924568828,VA1d,VA1d_vPN,VA1d_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00049766,projection
720575940609393732,78956754691835634,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940610384994,78042923090046993,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940611116386,81280160132916766,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940611160952,78112673358711824,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940612747434,80998478997903599,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940614728351,78042716931531030,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940616867926,77972348187351185,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940619062686,78816154642132916,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940619445464,78113291834161655,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620096341,81068572863970995,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620305099,78253823164023749,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620532244,78324329347039785,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620682561,81068916461476333,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620685739,80998478997938531,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620833985,78183179474755927,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620993718,78253891883446498,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621531312,78253823096965778,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940622959574,80364266947169480,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940623192675,77972279467799220,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940623413384,78253685724977206,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940623851015,77901842004063228,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940623865597,77972348187386697,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940624384007,78253823096991738,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940624508341,78253823096988615,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940625288423,78113085675585877,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940625670602,78042648211910387,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940627120536,77901910723568346,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940627807761,78394285707385661,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940627870952,80927766656189763,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940627950312,77901979443039343,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940628244841,80575441899092069,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940628708170,77972210748574303,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940629199810,78394560585339828,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940629577319,78183523072318915,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940630737403,78324191908555930,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940631083769,78253823163943346,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940631321618,78042510772929294,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940631615800,80927904095184368,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940631986499,78253960602906786,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940632389688,78464654451518460,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940632633400,80364198294787573,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940633983639,80928041534204571,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940635459947,80927972814688062,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940641783029,78042579492965548,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940643403208,81068847741982470,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940644870679,78324123121721965,VA1v,ORN_VA1v,ORN_VA1v,left,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620199962,78746266934722494,VA1v,VA1v_adPN,VA1v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940628283560,78886935703724778,VA1v,VA1v_adPN,VA1v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940629097922,78675760751653300,VA1v,VA1v_adPN,VA1v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940629733626,78746129495900603,VA1v,VA1v_adPN,VA1v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940632720026,78464860811589600,VA1v,VA1v_vPN,VA1v_vPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067371,projection
720575940634229615,78464860811532763,VA1v,VA1v_vPN,VA1v_vPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067371,projection
720575940610611758,79941917177544881,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940612844202,78394148268389071,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940615394463,78183523139229360,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621029615,78253685725012567,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621515190,80928041534265063,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940622091340,78323917030239899,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940624382727,79026986063835118,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940627896634,78464654451559483,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940629540546,80575441899029410,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940648455545,80927560497699880,VA1v,ORN_VA1v,ORN_VA1v,na,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940605608806,79308529760585074,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940606342321,79590004803959591,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940607697282,81209447791297610,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940612564338,80364267014137965,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940613502435,79730811011807272,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940614117374,79519704779291144,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940614487215,80998547717186392,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940614647658,81280160132904943,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940614932898,81068847741910889,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940615430806,81209722669225009,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940616363963,77972348187616615,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940616908939,78253685725164387,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940617145483,78183248194245746,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620269039,81068710303119411,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620614571,80927491778221745,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620781446,81209653949835304,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940620809381,78394079615949049,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621124289,81209447791303213,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621196826,81280091413312548,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621396390,78394148268368794,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940622219478,81139353925090263,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940623228771,78113016956197759,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940623298253,78324260627893524,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940626183443,80786960448282544,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940627718929,78183591859090995,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940628865641,80998341558746968,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940630209658,81209722669203218,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940630648438,78324191908268799,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940631077369,80857397911944690,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940633036371,78183523139517229,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940635011935,81139285205571179,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940637639396,81068916461344523,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940638579428,81209722669155658,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940639509336,81139353925166602,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940641842677,81068847741904023,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940642669728,79519636059785317,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940645196567,81209585230186200,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940649430393,81139353924946155,VA1v,ORN_VA1v,ORN_VA1v,right,afferent,sensory,olfactory,pheromone,FBbt_00067056,sensory
720575940621696747,80435185447312181,VA1v,VA1v_adPN,VA1v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940623739076,80787097887346541,VA1v,VA1v_adPN,VA1v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940625014928,80575991654878636,VA1v,VA1v_adPN,VA1v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940630989354,80435185447348031,VA1v,VA1v_adPN,VA1v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940633165025,80857535351169664,VA1v,VA1v_adPN,VA1v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067361,projection
720575940621103743,81489686153019940,VA1v,VA1v_vPN,VA1v_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067371,projection
720575940631742156,80857604204979427,VA1v,VA1v_vPN,VA1v_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067371,projection
720575940606108862,79731017170564901,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940610999794,79660648426296081,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940611369938,78535573018581943,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940614257986,78113223114648228,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940614833567,79660579706875971,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940616486795,79731017170615006,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940617681822,79731017170536897,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940618512331,78535710457610401,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940619093524,78394835530262955,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620028080,79660648426366891,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620319329,78183660578238258,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620572933,79450229321006093,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620822049,78183729297834622,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940622833577,79731017170591592,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940623482355,78042785650971496,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940625757053,79660648426463560,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940626530564,79590210962625699,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940626571592,80224422811699281,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940626879484,79801454634228193,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940627737073,78183660578290839,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940629232492,78254166761619850,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940631174431,79801454634260514,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940631203896,79519910937988944,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940632315106,79590210962572121,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940632356066,79801454634331765,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940634530155,79731085890159094,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940636052080,79801454634231287,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940638852736,79801454634189815,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940639448528,79731085890108760,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940640027637,79731017170539654,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940641372112,79801385914580749,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940644076398,79239123021652995,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940646142004,79731085890099864,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940646540910,79660579706779768,VA2,ORN_VA2,ORN_VA2,left,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940611079236,78887141862138866,VA2,VA2_adPN,VA2_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067352,projection
720575940605834626,79660717146050831,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940607811420,79731085890177417,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940610922202,79801454634210070,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940611218418,79590348401843539,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940611237034,79660648426442460,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940613509010,79660717145979035,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940613666666,80365366458510125,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940614014431,79519979657649368,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940616194397,79660717145944140,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940616205405,79028016789068342,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940617009638,79590348401883864,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940619360532,79590279682243268,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620030384,79730948451030654,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620555252,79731085890109657,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940620831265,79660717212445091,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940621326874,79660717146037104,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940621808227,79731017170586189,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940621821004,79801454634260566,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940622063871,79731017170588988,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940623801276,79731154609691565,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940624096708,80717210179374076,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940625383299,79590348401956906,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940628641871,79660648426422577,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940629263872,79871823378103584,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940629677655,79731017170653715,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940633668031,79730948450952751,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940637846069,79731085890095894,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940638410611,79660717146015346,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940644028452,79098522972373606,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940645211939,79590348401891234,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940645214243,79731085890141087,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940645576756,79590210962661305,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
720575940646120324,79590348401866597,VA2,ORN_VA2,ORN_VA2,right,afferent,sensory,olfactory,,FBbt_00067059,sensory
